mturk_images/yg6668_e_588.png,Full licence Y Y Y Y/ M M/ D D Y Y Y Y/ M M/ D D Inactive licence
mturk_images/yg6668_e_593.png,Other names by which you may be known
mturk_images/yg6668_e_595.png,Yukon licence number
mturk_images/yg6668_e_596.png,Email
mturk_images/yg6668_e_597.png,Phone
mturk_images/yg6668_e_598.png,Mailing address City
mturk_images/yg6668_e_599.png,Prov./terr. Postal code Country
mturk_images/yg6668_e_600.png,Physical address (if different from mailing address)
mturk_images/yg6668_e_601.png,City
mturk_images/yg6668_e_602.png,Prov./terr.
mturk_images/yg6668_e_603.png,Postal code Country
mturk_images/yg6668_e_605.png,Education information
mturk_images/yg6668_e_664.png,Licence endorsements
mturk_images/yg6668_e_677.png,"Are you or have you ever been registered in another health profession, other than physiotherapist in any province, territory, state or country? If yes, what profession and in what jurisdiction?"
mturk_images/yg6668_e_681.png,Personal certification
mturk_images/yg6668_e_682.png,"Personal information is collected, used, and disclosed under the authority of Section 29(a) and (c) of the Access to Information and Protection of Privacy Act and under the"
mturk_images/yg6668_e_555.png,"A letter from the Yukon clinic where you will be working, that includes the name of your primary supervisor. Verification of employment form. (Submit if eligibility requires continuing competency.)"
mturk_images/yg6668_e_556.png,Verification of employment form. (Submit if eligibility requires continuing competency.) Continuing education form with supporting documentation. (Submit if eligibility requires continuing competency.)
mturk_images/yg6668_e_557.png,Continuing education form with supporting documentation. (Submit if eligibility requires continuing competency.) Verification of volunteer service form. (Submit if applicable to continuing competency.)
mturk_images/yg6668_e_741.png,Verification of volunteer service form. (Submit if applicable to continuing competency.)
mturk_images/yg6668_e_742.png,Continuing competency exemption form. (Submit with your continuing competency documentation if you are a new Special endorsement form. (Submit if you are seeking a special endorsement.)
mturk_images/yg6668_e_743.png,Special endorsement form. (Submit if you are seeking a special endorsement.) Payment information form.
mturk_images/yg6668_e_589.png,Y Y Y Y/ M M/ D D Y Y Y Y/ M M/ D D Inactive licence
mturk_images/yg6668_e_590.png,Inactive licence
mturk_images/yg6668_e_1061.png,Y Y Y Y/ M M/ D D
mturk_images/yg6058_e_1136.png,Fiscal year: Reporting on: (check all that apply)
mturk_images/yg6058_e_1137.png,Month/day: Administration/organization development
mturk_images/yg6058_e_1138.png,Month/day:
mturk_images/yg6058_e_1139.png,Administration/organization development
mturk_images/yg6058_e_1141.png,Participant development
mturk_images/yg6058_e_1143.png,Leadership development
mturk_images/yg6058_e_1145.png,Special project/community development
mturk_images/yg6058_e_1147.png,Facility operations and maintenance
mturk_images/yg6058_e_118.png,Date submitted: GRANTED
mturk_images/yg6058_e_109.png,$
mturk_images/yg6058_e_108.png,Reason not completed Yes           No Total expenses for all projects in this funding category
mturk_images/yg6058_e_106.png,Attached
mturk_images/yg6058_e_122.png,AUTHORIZED REPRESENTATIVE I certify that the financial information described in this form and attached documents is accurate and has been applied as set out in the approved funding application. I also understand that further documentation may be requested from Government of Yukon at any given time in respect the YRAC Grant. Yukon Special Recreation Group Signature:
mturk_images/yg6058_e_110.png,Position: Date:
mturk_images/yg6058_e_115.png,GOVERNMENT OF YUKON/SPORT AND RECREATION OFFICE USE Date:
mturk_images/yg6058_e_104.png,Date: Page 2 of 6
mturk_images/yg6058_e_128.png,Date submitted: GRANTED
mturk_images/yg6058_e_148.png,$
mturk_images/yg6058_e_145.png,Reason not completed Yes           No Total expenses for all projects in this funding category
mturk_images/yg6058_e_135.png,Attached
mturk_images/yg6058_e_140.png,AUTHORIZED REPRESENTATIVE I certify that the financial information described in this form and attached documents is accurate and has been applied as set out in the approved funding application. I also understand that further documentation may be requested from Government of Yukon at any given time in respect the YRAC Grant. Yukon Special Recreation Group Signature:
mturk_images/yg6058_e_136.png,Position: Date:
mturk_images/yg6058_e_147.png,GOVERNMENT OF YUKON/SPORT AND RECREATION OFFICE USE Date:
mturk_images/yg6058_e_133.png,Date: Page 3 of 6
mturk_images/yg6058_e_154.png,Date submitted: GRANTED
mturk_images/yg6058_e_166.png,$
mturk_images/yg6058_e_178.png,Reason not completed Yes           No Total expenses for all projects in this funding category
mturk_images/yg6058_e_157.png,Attached
mturk_images/yg6058_e_163.png,AUTHORIZED REPRESENTATIVE I certify that the financial information described in this form and attached documents is accurate and has been applied as set out in the approved funding application. I also understand that further documentation may be requested from Government of Yukon at any given time in respect the YRAC Grant. Yukon Special Recreation Group Signature:
mturk_images/yg6058_e_171.png,Position: Date:
mturk_images/yg6058_e_168.png,GOVERNMENT OF YUKON/SPORT AND RECREATION OFFICE USE Date:
mturk_images/yg6058_e_153.png,Date: Page 4 of 6
mturk_images/yg6058_e_198.png,Date submitted: GRANTED
mturk_images/yg6058_e_200.png,$
mturk_images/yg6058_e_201.png,Reason not completed Yes           No TOTAL EXPENSES FOR ALL PROJECTS IN THIS FUNDING CATEGORY
mturk_images/yg6058_e_187.png,Attached
mturk_images/yg6058_e_192.png,AUTHORIZED REPRESENTATIVE I certify that the financial information described in this form and attached documents is accurate and has been applied as set out in the approved funding application. I also understand that further documentation may be requested from Government of Yukon at any given time in respect the YRAC Grant. Yukon Special Recreation Group Signature:
mturk_images/yg6058_e_193.png,Position: Date:
mturk_images/yg6058_e_194.png,GOVERNMENT OF YUKON/SPORT AND RECREATION OFFICE USE Date:
mturk_images/yg6058_e_195.png,Date: Page 5 of 6
mturk_images/yg6058_e_222.png,Date submitted: GRANTED
mturk_images/yg6058_e_221.png,$
mturk_images/yg6058_e_220.png,Reason not completed Yes           No Total expenses for all projects in this funding category
mturk_images/yg6058_e_213.png,Attached
mturk_images/yg6058_e_230.png,AUTHORIZED REPRESENTATIVE I certify that the financial information described in this form and attached documents is accurate and has been applied as set out in the approved funding application. I also understand that further documentation may be requested from Government of Yukon at any given time in respect the YRAC Grant. Yukon Special Recreation Group Signature:
mturk_images/yg6058_e_239.png,Position: Date:
mturk_images/yg6058_e_236.png,GOVERNMENT OF YUKON/SPORT AND RECREATION OFFICE USE Date:
mturk_images/yg6058_e_216.png,Date: Page 6 of 6
mturk_images/yg2485_b_144.png,CUSTOMER NAME:                                                                 CONTACT#: NOM DU CLIENT :   TÉLÉPHONE :
mturk_images/yg2485_b_145.png,NOM DU CLIENT :   TÉLÉPHONE :
mturk_images/yg2485_b_146.png,ACCT#/PERMIT#: COMPTE/PERMIS No :
mturk_images/yg2485_b_147.png,CONTACT NAME: PERSONNE RESSOURCE :
mturk_images/yg2485_b_180.png,10
mturk_images/yg2485_b_184.png,11
mturk_images/yg2485_b_188.png,12
mturk_images/yg2485_b_192.png,13
mturk_images/yg2485_b_196.png,14
mturk_images/yg2485_b_200.png,15
mturk_images/yg2485_b_204.png,16
mturk_images/yg2485_b_208.png,17
mturk_images/yg2485_b_212.png,18
mturk_images/yg2485_b_216.png,19
mturk_images/yg2485_b_220.png,20
mturk_images/yg2485_b_224.png,21
mturk_images/yg2485_b_228.png,22
mturk_images/yg2485_b_232.png,23
mturk_images/yg2485_b_236.png,24
mturk_images/yg2485_b_240.png,25
mturk_images/yg2485_b_244.png,"Dans le présent document, les expressions désignant des personnes visent à la fois les hommes et les femmes. YG(2485Q)F2 Rev 11/2016"
mturk_images/yg2485_b_245.png,YG(2485Q)F2 Rev 11/2016
mturk_images/yg2485_b_247.png,Page 1 of/de 2
mturk_images/yg2485_b_109.png,26 27
mturk_images/yg2485_b_42.png,27 28
mturk_images/yg2485_b_37.png,28 29
mturk_images/yg2485_b_34.png,29 30
mturk_images/yg2485_b_91.png,30 31
mturk_images/yg2485_b_55.png,31 32
mturk_images/yg2485_b_97.png,33 32
mturk_images/yg2485_b_45.png,34
mturk_images/yg2485_b_96.png,35
mturk_images/yg2485_b_40.png,36
mturk_images/yg2485_b_56.png,37
mturk_images/yg2485_b_64.png,38
mturk_images/yg2485_b_46.png,39
mturk_images/yg2485_b_51.png,40
mturk_images/yg2485_b_83.png,Paid by • Mode de paiement : credit card • carte de crédit
mturk_images/yg2485_b_82.png,YLC employee’s name • Nom de l’employé de la SAY
mturk_images/yg2485_b_85.png,Customer Name • Nom du client
mturk_images/yg2485_b_84.png,Store location • Ville où se trouve le magasin
mturk_images/yg2485_b_57.png,Address • Adresse Phone • Téléphone
mturk_images/yg2485_b_58.png,Phone • Téléphone
mturk_images/yg5097_e_608.png,4.  Home address of applicant: 3.  Date of birth:  Location:
mturk_images/yg5097_e_629.png,attendance and degrees or diplomas received: Institution:                         Location:                          Date of entering:              Date of Graduation:                Degree obtained:
mturk_images/yg5097_e_630.png,Institution:                         Location:                          Date of entering:              Date of Graduation:                Degree obtained:
mturk_images/yg5097_e_650.png,10.   Year you achieved certification with the National Dental Examining Board of Canada: yyyy
mturk_images/yg5097_e_89.png,"If yes, state facts (attached additional pages if required): 12.  Have you ever been convicted of any criminal offence?      ☐ No     ☐ Yes"
mturk_images/yg5097_e_75.png,"If yes, state facts:"
mturk_images/yg5097_e_95.png,City of  in the province/territory of
mturk_images/yg5097_e_99.png,of  in the province/territory of
mturk_images/yg5097_e_78.png,form YG5924 at: http://www.gov.yk.ca/forms/cs.html#cs1 Important Note: Professional Licensing and Regulatory Affairs will NOT accept payment by email or fax
mturk_images/yg5097_e_613.png,Province/Territory Email address: Postal code Home telephone number
mturk_images/yg5097_e_614.png,I expect to practise in:  starting on: Clinic Name
mturk_images/yg5097_e_616.png,Clinic Name dd/mm/yyyy
mturk_images/yg5097_e_618.png,6.     Clinic Address: Mail to Clinic ☐ Province/Territory
mturk_images/yg5097_e_622.png,"If yes, where? Limitations, restrictions or conditions on this licence:        ☐ No         ☐ Yes                  If yes, please give specific details:"
mturk_images/yg5097_e_625.png,8.  Give addresses of all locations and dates in which you have practised as a dentist for the three years preceding
mturk_images/yg5097_e_626.png,this application:
mturk_images/yg5097_e_628.png,"9.   Provide a true chronological summary of your educational history giving names of institutions attended, dates of"
mturk_images/yg5097_e_84.png,Dentist — Resident                                                                            Dentist — Non-resident (working in Yukon 3 months or less in licensing year) Registration               $400 Annual licence fee     $200 The fee schedule is as follows:
mturk_images/yg5097_e_83.png,(working in Yukon 3 months or less in licensing year) Registration               $400 Annual licence fee     $200 The fee schedule is as follows:
mturk_images/yg5097_e_87.png,Registration               $400 Annual licence fee     $200 The fee schedule is as follows:
mturk_images/yg5097_e_91.png,"I, Print name in full"
mturk_images/yg5097_e_100.png,Declared before me at  in Province/Territory
mturk_images/yg5097_e_94.png,"this  day of  , 20"
mturk_images/yg5097_e_603.png,Please allow 30 days for processing. 1.  Name in full: Gender: ☐ F         ☐ M 2.  Maiden name (if applicable):
mturk_images/yg5097_e_606.png,All information requested in this application must be provided.  If application is not complete it will be returned or rejected.  Appropriate registration and annual licence fees must be enclosed. 1.  Name in full: Gender: ☐ F         ☐ M 2.  Maiden name (if applicable):
mturk_images/yg5097_e_76.png,$50 $50 The fee schedule is as follows:
mturk_images/yg5097_e_93.png,"In the matter of my application for registration and licensure with Yukon, I Print name in full"
mturk_images/yg5097_e_607.png,dd/mm/yyyy 3.  Date of birth:  Location:
mturk_images/yg5097_e_615.png,dd/mm/yyyy
mturk_images/yg5097_e_610.png,Postal code City Home telephone number
mturk_images/yg5097_e_617.png,Mail to Clinic ☐ Province/Territory City
mturk_images/yg5097_e_609.png,City
mturk_images/yg5097_e_97.png,City
mturk_images/yg5446_e_195.png,Branch File #:   Date Received:              /         /            Time Received:
mturk_images/yg5446_e_196.png,YYYY       MM       DD
mturk_images/yg5446_e_188.png,Contact Name
mturk_images/yg5446_e_190.png,Title
mturk_images/yg5446_e_182.png,Address City/Town
mturk_images/yg5446_e_183.png,Territory/Province Postal Code
mturk_images/yg5446_e_184.png,Phone Fax
mturk_images/yg5446_e_193.png,D. COMMENTS
mturk_images/yg5446_e_200.png,Personal information on this form is collected under the authority of section 29 of the Access to Information and Protection of Privacy Act. YG(5446EQ)F1 Rev.06/2017
mturk_images/yg5446_e_203.png,YG(5446EQ)F1 Rev.06/2017
mturk_images/yg6359_e_41.png,File No
mturk_images/yg6359_e_42.png,DEFENDANT (OFFENDER):
mturk_images/yg6359_e_43.png,PLAINTIFF (VICTIM):
mturk_images/yg6359_e_45.png,of (address)
mturk_images/yg6359_e_46.png,3. That no appeal is pending. (date)
mturk_images/yg6359_e_47.png,the restitution payment as required. as a result of the Defendant’s (Offender’s) failure to make
mturk_images/yg6359_e_48.png,5. That the amount outstanding as of this date is as follows: Amount of Order:
mturk_images/yg6359_e_49.png,$ $
mturk_images/yg6359_e_50.png,6. That this Affidavit is sworn in support of a Judgment for Restitution and not for any improper purpose. $
mturk_images/yg6359_e_51.png,"SWORN/AFFIRMED BEFORE ME AT , YUKON,"
mturk_images/yg6359_e_52.png,THIS
mturk_images/yg6359_e_53.png,"DAY OF , 20"
mturk_images/yg6359_e_54.png,", 20"
mturk_images/yg6359_e_44.png,"I, (name)"
mturk_images/yg6359_e_55.png,Print Name:
mturk_images/yg6359_e_56.png,"Office (e.g. lawyer, clerk, notary public etc.):"
mturk_images/yg6359_e_57.png,Commission Expires:
mturk_images/yg5702_e_492.png,Child Care Centre:
mturk_images/yg5702_e_493.png,Month:
mturk_images/yg5702_e_638.png,"*Age:  I—Infants, T—Toddlers, P—Pre-School, K – Kindergarten, SA—School-age, SN—Special Needs Please indicate the age of the child (i.e. SNT if the child is a toddler with special needs, etc.). Indicate the number of days per month child attended."
mturk_images/yg5702_e_639.png,"Please indicate the age of the child (i.e. SNT if the child is a toddler with special needs, etc.). Indicate the number of days per month child attended."
mturk_images/yg5702_e_644.png,Certified on behalf of Child Care Centre:   Date (YYYY/MM/DD):
mturk_images/yg5702_e_646.png,Designations:                White — Child Care Services Unit             Yellow — Operator
mturk_images/yg6364_e_65.png,SECTION 1: ABOUT YOU
mturk_images/yg6364_e_66.png,Last Name
mturk_images/yg6364_e_67.png,Date of Birth (YYYY/MM/DD)
mturk_images/yg6364_e_68.png,Company/Organization (if applicable) Address City/Town Postal Code
mturk_images/yg6364_e_69.png,Phone Number (day)
mturk_images/yg6364_e_70.png,City/Town Phone Number (evening)
mturk_images/yg6364_e_71.png,Postal Code
mturk_images/yg6364_e_73.png,Phone Number (evening)
mturk_images/yg6364_e_74.png,SECTION 2: SUBSTITUTE DECISION-MAKER INFORMATION Address
mturk_images/yg6364_e_75.png,Last Name City/Town
mturk_images/yg6364_e_76.png,Date of Birth (YYYY/MM/DD) Postal Code
mturk_images/yg6364_e_77.png,Address Phone Number (day)
mturk_images/yg6364_e_78.png,City/Town Phone Number (evening)
mturk_images/yg6364_e_79.png,Postal Code
mturk_images/yg6364_e_80.png,Phone Number (day) I am the substitute decision-maker and authorized to make decisions on the individual’s behalf.
mturk_images/yg6364_e_81.png,Phone Number (evening) I am the substitute decision-maker and authorized to make decisions on the individual’s behalf.
mturk_images/yg6364_e_82.png,I am the substitute decision-maker and authorized to make decisions on the individual’s behalf.
mturk_images/yg6364_e_96.png,SECTION 4:  ABOUT THE INFORMATION YOU WANT What is the time period of the records?  Please give specific dates.  (See reverse for details)
mturk_images/yg6364_e_97.png,What is the time period of the records?  Please give specific dates.  (See reverse for details)
mturk_images/yg6364_e_98.png,Date
mturk_images/yg6122_b_37.png,YYYY/AAAA           MM/MM           DD/JJ
mturk_images/yg6122_b_435.png,3.  New registered office in Yukon / Nouveau bureau enregistré au Yukon :
mturk_images/yg6122_b_437.png,City / Ville
mturk_images/yg6122_b_440.png,Address / Adresse
mturk_images/yg6122_b_436.png,Adresse de livraison (Adresse physique) Address / Adresse
mturk_images/yg6122_b_438.png,Prov. or Terr. / Prov. ou Terr.
mturk_images/yg6122_b_439.png,Postal Code / Code Postal
mturk_images/yg6122_b_441.png,City / Ville
mturk_images/yg6122_b_444.png,YYYY/AAAA           MM/MM DD/JJ
mturk_images/yg6122_b_442.png,Prov. or Terr. / Prov. ou Terr.
mturk_images/yg6122_b_443.png,Postal Code / Code Postal
mturk_images/yg6122_b_445.png,Address / Adresse Adresse de livraison (Adresse physique)
mturk_images/yg6122_b_446.png,City / Ville
mturk_images/yg6122_b_448.png,Postal Code / Code Postal
mturk_images/yg6122_b_447.png,Prov. or Terr. / Prov. ou Terr.
mturk_images/yg6122_b_449.png,Address / Adresse
mturk_images/yg6122_b_450.png,City / Ville
mturk_images/yg6122_b_452.png,Postal Code / Code Postal
mturk_images/yg6122_b_451.png,Prov. or Terr. / Prov. ou Terr.
mturk_images/yg6122_b_454.png,Last Name / Nom de famille
mturk_images/yg6122_b_455.png,First Name / Prénom
mturk_images/yg6122_b_453.png,YYYY/AAAA           MM/MM DD/JJ
mturk_images/yg6122_b_434.png,2.  Yukon registry number / Numéro d’enregistrement au Yukon :
mturk_images/yg6167_b_485.png,1.  Name of society / Dénomination sociale de la société : 2.  Yukon registry number / Numéro d’enregistrement au Yukon :
mturk_images/yg6167_b_486.png,3.  The new registered address of the society is / Nouvelle adresse enregistrée de la société :
mturk_images/yg6167_b_487.png,Address / Adresse
mturk_images/yg6167_b_488.png,City / Ville
mturk_images/yg6167_b_489.png,Prov. or Terr. / Prov. ou Terr.
mturk_images/yg6167_b_491.png,Postal Code / Code Postale
mturk_images/yg6167_b_492.png,City / Ville
mturk_images/yg6167_b_494.png,Address / Adresse
mturk_images/yg6167_b_495.png,YYYY/AAAA           MM/MM           DD/JJ
mturk_images/yg6167_b_496.png,Nouveau lieu au Yukon où la société exerce principalement ses activités : Address / Adresse
mturk_images/yg6167_b_498.png,Prov. or Terr. / Prov. ou Terr. YYYY/AAAA           MM/MM           DD/JJ
mturk_images/yg6167_b_499.png,City / Ville
mturk_images/yg6167_b_500.png,First Name / Prénom
mturk_images/yg6167_b_501.png,Last Name / Nom de famille
mturk_images/yg6167_b_38.png,YYYY/AAAA           MM/MM           DD/JJ
mturk_images/yg5211_b_60.png,NO DE PERMIS: APPROVAL #:
mturk_images/yg5211_b_59.png,APPROVAL #:
mturk_images/yg5211_b_61.png,ADDRESS: ADRESSE :
mturk_images/yg5211_b_66.png,II of the Placer Mining Act and the Regulation made thereunder. I am requesting that a Certificate of Completion be issued at this time.
mturk_images/yg5211_b_63.png,thereunder. I am requesting that a Certificate of Completion be issued at this time.
mturk_images/yg5211_b_67.png,demande donc que me soit remise maintenant une attestation d’achèvement des activités.
mturk_images/yg5211_b_68.png,une attestation d’achèvement des activités.
mturk_images/yg5211_b_64.png,Completion be issued at this time.
mturk_images/yg5211_b_69.png,l’extraction de l’or et du règlement y afférent. Je
mturk_images/yg5211_b_70.png,Date • Date
mturk_images/yg6020_e_715.png,YG(6020EQ)F3 Rev.10/2018 Page 1 of 3
mturk_images/yg6020_e_709.png,Date Y Y Y Y/ M M/ D D
mturk_images/yg6020_e_708.png,Y Y Y Y/ M M/ D D
mturk_images/yg6020_e_700.png,Date:                                        YNP file:
mturk_images/yg6020_e_699.png,Y Y Y Y/ M M/ D D
mturk_images/yg6020_e_703.png,Have you made additional arrangements outside your TPA?
mturk_images/yg6020_e_706.png,Signature of the employer or the legal signing authority for the business
mturk_images/yg6020_e_701.png,Business name
mturk_images/yg6020_e_702.png,Current # of skilled workers Current # critical workers
mturk_images/yg6020_e_165.png,7c)  Have you ensured that nominee(s) know of their rights as workers? Check all that apply:
mturk_images/yg6020_e_173.png,Yukon Human Rights Act
mturk_images/yg6020_e_175.png,Yukon Occupational Health and Safety Act and Regulations
mturk_images/yg6020_e_185.png,Yukon Employment Standards
mturk_images/yg6020_e_186.png,Working in Yukon – A guide for foreign workers – Employment rights and responsibilities Ready to Work Program
mturk_images/yg6020_e_154.png,4) For employers with nominees traveling from overseas to work in the Yukon:
mturk_images/yg6020_e_135.png,7a)  Do you make sure nominee(s) are aware of specific health and safety procedures for their
mturk_images/yg6020_e_188.png,"7d)  Have you ensured that nominee(s) know of settlement services available? (i.e.: English classes,"
mturk_images/yg6020_e_171.png,"When submitting this form by email, follow the instructions on your screen."
mturk_images/yg5523_e_990.png,❐ Other (please specify) ❐ YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_991.png,❐ School Other (please specify) ❐ YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_992.png,❐ Community organizations School Other (please specify) ❐ YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_993.png,❐ Media Community organizations School Other (please specify) ❐ YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_994.png,Friends Media Community organizations School Other (please specify) ❐ YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_998.png,Rewarding ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_999.png,Other ❐ ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1000.png,Social contact ❐ ❐ ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1001.png,Had time available ❐ ❐ ❐ ❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1002.png,Personal satisfaction ❐ To gain experience             please specify: ❐ ❐ ❐ ❐ ❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1003.png,❐ ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1004.png,❐ please specify: To gain experience             please specify: ❐ ❐ ❐ ❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1005.png,4. Interesting ❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1006.png,Interesting ❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1008.png,❐ Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1009.png,Challenging ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1010.png,3.  What are the main reasons that you decided to volunteer? ❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1011.png,❐ ❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1012.png,❐ Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1013.png,Comments: YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1014.png,2.  How did you become aware of the Volunteer Services Program? YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_1015.png,YG(5523Q)F4 Rev.02/2014
mturk_images/yg5523_e_278.png,Comments:
mturk_images/yg5523_e_313.png,13. What do you like about volunteering with us?
mturk_images/yg5523_e_315.png,"If no, please give us some suggestions of what you would like the event to look like:"
mturk_images/yg5523_e_294.png,"If yes, please comment:"
mturk_images/yg5523_e_339.png,Volunteer Name (optional)
mturk_images/yg5523_e_375.png,Date
mturk_images/yg5523_e_989.png,❐
mturk_images/yg5523_e_980.png,more than 2 years – 3 years or less
mturk_images/yg5523_e_983.png,more than 1 year – 2 years or less
mturk_images/yg5523_e_985.png,more than six months – 1 year or less
mturk_images/yg5523_e_987.png,1.  How long have you been a volunteer for Copper Ridge Place/Macaulay Lodge/Thomson Centre? less than six months
mturk_images/yg5523_e_984.png,over 10 years
mturk_images/yg5523_e_986.png,more than 5 years – 10 years or less
mturk_images/yg5523_e_988.png,more than 3 years – 4 years or less more than 4 years – 5 years or less less than six months
mturk_images/yg5523_e_211.png,"5. Was the orientation information sufficient to enable you to begin your duties? If no, can you identify what information would have been useful to you?"
mturk_images/yg5523_e_246.png,"If no, can you identify what information would have been useful to you?"
mturk_images/yg5523_e_183.png,"❐ If yes, please comment:"
mturk_images/yg5523_e_182.png,"No If yes, please comment:"
mturk_images/yg5523_e_181.png,"❐ If yes, please comment:"
mturk_images/yg5523_e_225.png,"Yes If yes, please comment:"
mturk_images/yg5523_e_231.png,"If yes, please comment:"
mturk_images/yg5523_e_194.png,❐
mturk_images/yg5523_e_192.png,6.   Are staff courteous and helpful? Yes ❐ No
mturk_images/yg5523_e_229.png,"If no, please explain."
mturk_images/yg5523_e_193.png,"If yes, please comment:"
mturk_images/yg5523_e_205.png,❐ No ❐
mturk_images/yg5523_e_185.png,"In your experience, does your volunteer assignment match the position description? Yes No ❐ If no, please explain."
mturk_images/yg5523_e_202.png,"❐ N/A ❐ If no, please explain."
mturk_images/yg5523_e_201.png,"No N/A ❐ If no, please explain."
mturk_images/yg5523_e_226.png,"❐ N/A ❐ If no, please explain."
mturk_images/yg5523_e_189.png,"8. Yes N/A ❐ If no, please explain."
mturk_images/yg5523_e_242.png,"If applicable for your volunteer position, were the supplies available for you to do your assignment? Yes N/A ❐ If no, please explain."
mturk_images/yg5523_e_184.png,"Yes N/A ❐ If no, please explain."
mturk_images/yg5523_e_250.png,"If no, please explain. N/A ❐ If no, please explain."
mturk_images/yg5523_e_230.png,"N/A ❐ If no, please explain."
